r,time,sound,Time (s),heat flux
,0.586426,3.098592,0.6005,-1.716730047
,0.586914,-0.794621,0.601,-1.716730047
,0.587402,-1.16969,0.6015,-1.716730047
,0.587891,2.599751,0.602,-1.716730047
,0.588379,2.956066,0.6025,-1.716730047
,0.588867,0.866933,0.603,-1.716730047
,0.589355,1.058218,0.6035,-1.716730047
,0.589844,1.66958,0.604,-1.716730047
,0.590332,1.733342,0.6045,-1.716730047
,0.59082,3.492414,0.605,-1.716730047
,0.591309,3.301129,0.6055,-1.716730047
,0.591797,2.64851,0.606,-1.716730047
,0.592285,5.806588,0.6065,-1.716730047
,0.592773,7.051816,0.607,-1.716730047
,0.593262,3.518669,0.6075,-1.716730047
,0.59375,0.311832,0.608,-1.716730047
,0.594238,0.596884,0.6085,-1.716730047
,0.594727,3.916242,0.609,-1.716730047
,0.595215,7.025561,0.6095,-1.716730047
,0.595703,2.776033,0.61,-1.716730047
,0.596191,2.15717,0.6105,-1.716730047
,0.59668,7.520652,0.611,-1.716730047
,0.597168,5.180223,0.6115,-1.716730047
,0.597656,5.896605,0.612,-1.716730047
,0.598145,7.111827,0.6125,-1.716730047
,0.598633,3.244869,0.613,-1.716730047
,0.599121,3.181107,0.6135,-1.716730047
,0.599609,2.663512,0.614,-1.716730047
,0.600098,0.548125,0.6145,-1.716730047
,0.600586,1.06572,0.615,-1.716730047
,0.601074,0.968202,0.6155,-1.716730047
,0.601562,-0.558328,0.616,-1.716730047
,0.602051,2.956066,0.6165,-1.716730047
,0.602539,6.946797,0.617,-1.716730047
,0.603027,6.545473,0.6175,-1.716730047
,0.603516,4.212546,0.618,-1.716730047
,0.604004,1.06572,0.6185,-1.716730047
,0.604492,-0.509569,0.619,-1.716730047
,0.60498,0.225566,0.6195,-1.716730047
,0.605469,-0.985906,0.62,-1.716730047
,0.605957,-3.007526,0.6205,-1.716730047
,0.606445,-1.473495,0.621,-1.716730047
,0.606934,0.004275,0.6215,-1.716730047
,0.607422,1.590816,0.622,-1.716730047
,0.60791,1.238251,0.6225,-1.716730047
,0.608398,3.256121,0.623,-1.716730047
,0.608887,7.288109,0.6235,-1.716730047
,0.609375,3.406148,0.624,-1.716730047
,0.609863,0.668147,0.6245,-1.716730047
,0.610352,1.947131,0.625,-1.716730047
,0.61084,5.281492,0.6255,-1.716730047
,0.611328,6.155402,0.626,-1.716730047
,0.611816,-2.403666,0.6265,-1.716730047
,0.612305,-3.438855,0.627,-1.716730047
,0.612793,3.672447,0.6275,-1.716730047
,0.613281,5.273991,0.628,-1.716730047
,0.61377,7.34812,0.6285,-1.716730047
,0.614258,8.477077,0.629,-1.716730047
,0.614746,7.340619,0.6295,-1.716730047
,0.615234,6.785517,0.63,-1.716730047
,0.615723,5.360256,0.6305,-1.716730047
,0.616211,4.868916,0.631,-1.716730047
,0.616699,2.768532,0.6315,-1.716730047
,0.617187,0.334336,0.632,-1.716730047
,0.617676,4.898922,0.6325,-1.716730047
,0.618164,10.768747,0.633,-1.716730047
,0.618652,9.838577,0.6335,-1.716730047
,0.619141,8.38331,0.634,-1.716730047
,0.619629,8.867149,0.6345,-1.716730047
,0.620117,7.18309,0.635,-1.716730047
,0.620605,3.124847,0.6355,-1.716730047
,0.621094,-0.29953,0.636,-1.716730047
,0.621582,-1.124681,0.6365,-1.716730047
,0.62207,0.281826,0.637,-1.716730047
,0.622559,2.896055,0.6375,-1.716730047
,0.623047,1.624572,0.638,-1.716730047
,0.623535,-0.367043,0.6385,-1.716730047
,0.624023,1.808356,0.639,-1.716730047
,0.624512,1.403282,0.6395,-1.716730047
,0.625,1.725841,0.64,-1.716730047
,0.625488,4.523853,0.6405,-1.716730047
,0.625977,2.325951,0.641,-1.716730047
,0.626465,-0.78712,0.6415,-1.716730047
,0.626953,0.821925,0.642,-1.716730047
,0.627441,4.062519,0.6425,-1.716730047
,0.62793,3.136099,0.643,-1.716730047
,0.628418,0.664396,0.6435,-1.716730047
,0.628906,0.270574,0.644,-1.716730047
,0.629395,1.752095,0.6445,-1.716730047
,0.629883,3.188609,0.645,-1.716730047
,0.630371,4.433837,0.6455,-1.716730047
,0.630859,5.922859,0.646,-1.716730047
,0.631348,3.777466,0.6465,-1.716730047
,0.631836,3.053584,0.647,-1.716730047
,0.632324,2.843545,0.6475,-1.716730047
,0.632812,2.348455,0.648,-1.716730047
,0.633301,3.008576,0.6485,-1.716730047
,0.633789,2.839795,0.649,-1.716730047
,0.634277,1.905874,0.6495,-1.716730047
,0.634766,0.281826,0.65,-1.716730047
,0.635254,3.488664,0.6505,-1.716730047
,0.635742,2.70477,0.651,-1.716730047
,0.63623,3.736209,0.6515,-1.716730047
,0.636719,9.53102,0.652,-1.716730047
,0.637207,7.83571,0.6525,-1.716730047
,0.637695,8.233283,0.653,-1.716730047
,0.638184,9.452256,0.6535,-1.716730047
,0.638672,6.793019,0.654,-1.716730047
,0.63916,5.457774,0.6545,-1.716730047
,0.639648,4.321316,0.655,-1.716730047
,0.640137,-0.442056,0.6555,-1.716730047
,0.640625,-0.033232,0.656,-1.716730047
,0.641113,6.9618,0.6565,-1.716730047
,0.641602,9.388494,0.657,-1.716730047
,0.64209,7.445638,0.6575,-1.716730047
,0.642578,3.443655,0.658,-1.716730047
,0.643066,2.400964,0.6585,-1.716730047
,0.643555,2.611003,0.659,-1.716730047
,0.644043,1.733342,0.6595,-1.716730047
,0.644531,2.821041,0.66,-1.716730047
,0.64502,1.605819,0.6605,-1.716730047
,0.645508,-2.197378,0.661,-1.716730047
,0.645996,-3.551376,0.6615,-1.716730047
,0.646484,-0.828377,0.662,-1.716730047
,0.646973,0.266823,0.6625,-1.716730047
,0.647461,-0.637092,0.663,-1.716730047
,0.647949,1.335769,0.6635,-1.716730047
,0.648437,2.592249,0.664,-1.716730047
,0.648926,-0.779618,0.6645,-1.716730047
,0.649414,-0.554577,0.665,-1.716730047
,0.649902,0.671898,0.6655,-1.716730047
,0.650391,-6.068087,0.666,-1.716730047
,0.650879,-4.909125,0.6665,-1.716730047
,0.651367,-0.314533,0.667,-1.716730047
,0.651855,0.326834,0.6675,-1.716730047
,0.652344,3.428653,0.668,-1.716730047
,0.652832,1.268257,0.6685,-1.716730047
,0.65332,0.611887,0.669,-1.716730047
,0.653809,1.654578,0.6695,-1.716730047
,0.654297,0.446856,0.67,-1.716730047
,0.654785,0.446856,0.6705,-1.716730047
,0.655273,1.800854,0.671,-1.716730047
,0.655762,5.180223,0.6715,-1.716730047
,0.65625,6.039131,0.672,-1.716730047
,0.656738,5.097708,0.6725,-1.716730047
,0.657227,3.953749,0.673,-1.716730047
,0.657715,2.854797,0.6735,-1.716730047
,0.658203,4.418834,0.674,-1.716730047
,0.658691,2.727274,0.6745,-1.716730047
,0.65918,-0.839629,0.675,-1.716730047
,0.659668,-1.214698,0.6755,-1.716730047
,0.660156,0.713155,0.676,-1.716730047
,0.660645,9.283475,0.6765,-1.716730047
,0.661133,11.965216,0.677,-1.716730047
,0.661621,7.498148,0.6775,-1.716730047
,0.662109,3.113595,0.678,-1.716730047
,0.662598,-1.083424,0.6785,-1.716730047
,0.663086,2.963567,0.679,-1.716730047
,0.663574,2.971069,0.6795,-1.716730047
,0.664062,4.167538,0.68,-1.716730047
,0.664551,9.253469,0.6805,-1.716730047
,0.665039,6.219164,0.681,-1.716730047
,0.665527,6.80052,0.6815,-1.716730047
,0.666016,5.529037,0.682,-1.716730047
,0.666504,2.783534,0.6825,-1.716730047
,0.666992,3.173606,0.683,-1.716730047
,0.66748,1.12198,0.6835,-1.716730047
,0.667969,2.599751,0.684,-1.716730047
,0.668457,2.472227,0.6845,-1.716730047
,0.668945,2.277192,0.685,-1.716730047
,0.669434,2.524737,0.6855,-1.716730047
,0.669922,-2.579948,0.686,-1.716730047
,0.67041,-1.754797,0.6865,-1.716730047
,0.670898,3.274874,0.687,-1.716730047
,0.671387,1.93963,0.6875,-1.716730047
,0.671875,-2.594951,0.688,-1.716730047
,0.672363,-3.270074,0.6885,-1.716730047
,0.672852,0.799421,0.689,-1.716730047
,0.67334,1.377027,0.6895,-1.716730047
,0.673828,1.470794,0.69,-1.716730047
,0.674316,2.644759,0.6905,-1.716730047
,0.674805,-0.704605,0.691,-1.716730047
,0.675293,1.392029,0.6915,-1.716730047
,0.675781,6.36544,0.692,-1.716730047
,0.67627,5.994122,0.6925,-1.716730047
,0.676758,2.644759,0.693,-1.716730047
,0.677246,3.563677,0.6935,-1.716730047
,0.677734,8.417066,0.694,-1.716730047
,0.678223,8.034496,0.6945,-1.716730047
,0.678711,6.894287,0.695,-1.716730047
,0.679199,6.511717,0.6955,-1.716730047
,0.679687,5.300245,0.696,-1.716730047
,0.680176,3.608685,0.6965,-1.716730047
,0.680664,4.50885,0.697,-1.716730047
,0.681152,7.531904,0.6975,-1.716730047
,0.681641,5.581547,0.698,-1.716730047
,0.682129,1.009459,0.6985,-1.716730047
,0.682617,0.394347,0.699,-1.716730047
,0.683105,3.477411,0.6995,-1.716730047
,0.683594,2.993573,0.7,-1.61722378
,0.684082,1.467043,0.7005,-1.61722378
,0.68457,2.3222,0.701,-1.61722378
,0.685059,2.97857,0.7015,-1.61722378
,0.685547,0.645643,0.702,-1.61722378
,0.686035,0.218064,0.7025,-1.61722378
,0.686523,3.113595,0.703,-1.61722378
,0.687012,2.423468,0.7035,-1.61722378
,0.6875,1.748345,0.704,-1.61722378
,0.687988,-2.617455,0.7045,-1.61722378
,0.688477,-0.385796,0.705,-1.61722378
,0.688965,6.63549,0.7055,-1.61722378
,0.689453,2.475978,0.706,-1.61722378
,0.689941,4.171289,0.7065,-1.61722378
,0.69043,7.396879,0.707,-1.61722378
,0.690918,1.208246,0.7075,-1.61722378
,0.691406,-1.93483,0.708,-1.61722378
,0.691895,0.296829,0.7085,-1.61722378
,0.692383,-0.389547,0.709,-1.61722378
,0.692871,-0.123248,0.7095,-1.61722378
,0.693359,4.351322,0.71,-1.61722378
,0.693848,4.771398,0.7105,-1.61722378
,0.694336,4.970185,0.711,-1.61722378
,0.694824,3.942497,0.7115,-1.61722378
,0.695312,-1.252205,0.712,-1.61722378
,0.695801,-2.489932,0.7125,-1.61722378
,0.696289,1.061969,0.713,-1.61722378
,0.696777,3.237367,0.7135,-1.61722378
,0.697266,3.41365,0.714,-1.61722378
,0.697754,3.019828,0.7145,-1.61722378
,0.698242,-0.577081,0.715,-1.61722378
,0.69873,-1.319717,0.7155,-1.61722378
,0.699219,1.238251,0.716,-1.61722378
,0.699707,2.832293,0.7165,-1.61722378
,0.700195,2.802288,0.717,-1.61722378
,0.700684,1.44829,0.7175,-1.61722378
,0.701172,5.180223,0.718,-1.61722378
,0.70166,6.601734,0.7185,-1.61722378
,0.702148,4.437587,0.719,-1.61722378
,0.702637,3.349888,0.7195,-1.61722378
,0.703125,3.316132,0.72,-1.61722378
,0.703613,5.529037,0.7205,-1.61722378
,0.704102,6.500465,0.721,-1.61722378
,0.70459,6.601734,0.7215,-1.61722378
,0.705078,3.016077,0.722,-1.61722378
,0.705566,2.982321,0.7225,-1.61722378
,0.706055,3.173606,0.723,-1.61722378
,0.706543,-0.850881,0.7235,-1.61722378
,0.707031,1.264506,0.724,-1.61722378
,0.70752,2.993573,0.7245,-1.61722378
,0.708008,3.751212,0.725,-1.61722378
,0.708496,3.499916,0.7255,-1.61722378
,0.708984,2.43472,0.726,-1.61722378
,0.709473,4.760146,0.7265,-1.61722378
,0.709961,5.960366,0.727,-1.61722378
,0.710449,6.297928,0.7275,-1.61722378
,0.710937,4.392579,0.728,-1.61722378
,0.711426,1.864616,0.7285,-1.61722378
,0.711914,3.477411,0.729,-1.61722378
,0.712402,4.407582,0.7295,-1.61722378
,0.712891,1.407032,0.73,-1.61722378
,0.713379,-2.366159,0.7305,-1.61722378
,0.713867,-3.386346,0.731,-1.61722378
,0.714355,-3.390096,0.7315,-1.61722378
,0.714844,-2.028597,0.732,-1.61722378
,0.715332,1.159487,0.7325,-1.61722378
,0.71582,2.175923,0.733,-1.61722378
,0.716309,1.519553,0.7335,-1.61722378
,0.716797,-4.188993,0.734,-1.61722378
,0.717285,-3.787669,0.7345,-1.61722378
,0.717773,3.241118,0.735,-1.61722378
,0.718262,0.840678,0.7355,-1.61722378
,0.71875,2.164671,0.736,-1.61722378
,0.719238,4.411333,0.7365,-1.61722378
,0.719727,-0.445807,0.737,-1.61722378
,0.720215,-1.000909,0.7375,-1.61722378
,0.720703,-0.865884,0.738,-1.61722378
,0.721191,-0.400799,0.7385,-1.61722378
,0.72168,0.953199,0.739,-1.61722378
,0.722168,0.911942,0.7395,-1.61722378
,0.722656,4.992689,0.74,-1.61722378
,0.723145,5.937862,0.7405,-1.61722378
,0.723633,3.702453,0.741,-1.61722378
,0.724121,3.08734,0.7415,-1.61722378
,0.724609,0.731909,0.742,-1.61722378
,0.725098,4.606368,0.7425,-1.61722378
,0.725586,5.997873,0.743,-1.61722378
,0.726074,-0.78712,0.7435,-1.61722378
,0.726562,1.403282,0.744,-1.61722378
,0.727051,9.283475,0.7445,-1.61722378
,0.727539,8.308296,0.745,-1.61722378
,0.728027,4.298812,0.7455,-1.61722378
,0.728516,2.888554,0.746,-1.61722378
,0.729004,1.853364,0.7465,-1.61722378
,0.729492,2.217181,0.747,-1.61722378
,0.72998,-0.95215,0.7475,-1.61722378
,0.730469,-2.298647,0.748,-1.61722378
,0.730957,0.056785,0.7485,-1.61722378
,0.731445,1.425786,0.749,-1.61722378
,0.731934,0.158053,0.7495,-1.61722378
,0.732422,-4.71784,0.75,-1.61722378
,0.73291,-1.229701,0.7505,-1.61722378
,0.733398,2.483479,0.751,-1.61722378
,0.733887,-0.802122,0.7515,-1.61722378
,0.734375,-0.89589,0.752,-1.61722378
,0.734863,-3.123798,0.7525,-1.61722378
,0.735352,-5.036648,0.753,-1.61722378
,0.73584,-1.946082,0.7535,-1.61722378
,0.736328,-0.081991,0.754,-1.61722378
,0.736816,1.320766,0.7545,-1.61722378
,0.737305,0.900689,0.755,-1.61722378
,0.737793,-0.539574,0.7555,-1.61722378
,0.738281,1.999641,0.756,-1.61722378
,0.73877,3.061085,0.7565,-1.61722378
,0.739258,2.836044,0.757,-1.61722378
,0.739746,5.712821,0.7575,-1.61722378
,0.740234,7.194342,0.758,-1.61722378
,0.740723,6.541723,0.7585,-1.61722378
,0.741211,5.634056,0.759,-1.61722378
,0.741699,5.123963,0.7595,-1.61722378
,0.742187,4.205045,0.76,-1.61722378
,0.742676,2.145918,0.7605,-1.61722378
,0.743164,4.137532,0.761,-1.61722378
,0.743652,4.036264,0.7615,-1.61722378
,0.744141,0.285577,0.762,-1.61722378
,0.744629,4.40008,0.7625,-1.61722378
,0.745117,7.438137,0.763,-1.61722378
,0.745605,6.665495,0.7635,-1.61722378
,0.746094,9.002173,0.764,-1.61722378
,0.746582,6.380443,0.7645,-1.61722378
,0.74707,2.596,0.765,-1.61722378
,0.747559,5.960366,0.7655,-1.61722378
,0.748047,9.512267,0.766,-1.61722378
,0.748535,8.570844,0.7665,-1.61722378
,0.749023,4.895171,0.767,-1.61722378
,0.749512,4.39633,0.7675,-1.61722378
,0.75,4.073771,0.768,-1.61722378
,0.750488,-1.240953,0.7685,-1.61722378
,0.750977,0.079289,0.769,-1.61722378
,0.751465,2.138416,0.7695,-1.61722378
,0.751953,0.68315,0.77,-1.61722378
,0.752441,0.964451,0.7705,-1.61722378
,0.75293,-3.588883,0.771,-1.61722378
,0.753418,-0.314533,0.7715,-1.61722378
,0.753906,5.198977,0.772,-1.61722378
,0.754395,2.123413,0.7725,-1.61722378
,0.754883,2.54349,0.773,-1.61722378
,0.755371,0.934446,0.7735,-1.61722378
,0.755859,-0.453309,0.774,-1.61722378
,0.756348,-1.465994,0.7745,-1.61722378
,0.756836,-2.028597,0.775,-1.61722378
,0.757324,4.490097,0.7755,-1.61722378
,0.757812,3.946247,0.776,-1.61722378
,0.758301,2.239685,0.7765,-1.61722378
,0.758789,2.367208,0.777,-1.61722378
,0.759277,-1.229701,0.7775,-1.61722378
,0.759766,-0.577081,0.778,-1.61722378
,0.760254,-4.890371,0.7785,-1.61722378
,0.760742,-2.013594,0.779,-1.61722378
,0.76123,10.266155,0.7795,-1.61722378
,0.761719,9.208461,0.78,-1.61722378
,0.762207,6.789268,0.7805,-1.61722378
,0.762695,9.140949,0.781,-1.61722378
,0.763184,5.135215,0.7815,-1.61722378
,0.763672,-1.090925,0.782,-1.61722378
,0.76416,0.79192,0.7825,-1.61722378
,0.764648,3.042332,0.783,-1.61722378
,0.765137,3.721206,0.7835,-1.61722378
,0.765625,6.58298,0.784,-1.61722378
,0.766113,4.966434,0.7845,-1.61722378
,0.766602,3.08734,0.785,-1.61722378
,0.76709,0.383095,0.7855,-1.61722378
,0.767578,-1.623523,0.786,-1.61722378
,0.768066,-1.042166,0.7865,-1.61722378
,0.768555,-0.29578,0.787,-1.61722378
,0.769043,2.235934,0.7875,-1.61722378
,0.769531,2.794786,0.788,-1.61722378
,0.77002,2.059652,0.7885,-1.61722378
,0.770508,2.577247,0.789,-1.61722378
,0.770996,-1.143435,0.7895,-1.61722378
,0.771484,-4.61282,0.79,-1.61722378
,0.771973,-3.345088,0.7905,-1.61722378
,0.772461,-4.980388,0.791,-1.61722378
,0.772949,0.225566,0.7915,-1.61722378
,0.773437,5.915358,0.792,-1.61722378
,0.773926,1.815857,0.7925,-1.61722378
,0.774414,1.06572,0.793,-1.61722378
,0.774902,-1.848564,0.7935,-1.61722378
,0.775391,-2.985022,0.794,-1.61722378
,0.775879,-0.539574,0.7945,-1.61722378
,0.776367,-3.397598,0.795,-1.61722378
,0.776855,-1.079673,0.7955,-1.61722378
,0.777344,2.16092,0.796,-1.61722378
,0.777832,-0.558328,0.7965,-1.61722378
,0.77832,-2.137367,0.797,-1.61722378
,0.778809,-2.336153,0.7975,-1.61722378
,0.779297,-3.90019,0.798,-1.61722378
,0.779785,-2.283644,0.7985,-1.61722378
,0.780273,1.782101,0.799,-1.61722378
,0.780762,1.418284,0.7995,-1.61722378
,0.78125,2.656011,0.8,-1.61722378
,0.781738,0.979454,0.8005,-1.61722378
,0.782227,-3.000025,0.801,-1.61722378
,0.782715,-0.367043,0.8015,-1.61722378
,0.783203,-0.363292,0.802,-1.61722378
,0.783691,-0.693352,0.8025,-1.61722378
,0.78418,1.234501,0.803,-1.61722378
,0.784668,1.189492,0.8035,-1.61722378
,0.785156,-0.4083,0.804,-1.61722378
,0.785645,0.731909,0.8045,-1.61722378
,0.786133,1.965885,0.805,-1.61722378
,0.786621,2.637258,0.8055,-1.61722378
,0.787109,6.181657,0.806,-1.61722378
,0.787598,3.762464,0.8065,-1.61722378
,0.788086,0.878185,0.807,-1.61722378
,0.788574,-1.237202,0.8075,-1.61722378
,0.789062,-1.99109,0.808,-1.61722378
,0.789551,0.439355,0.8085,-1.61722378
,0.790039,-1.06092,0.809,-1.61722378
,0.790527,0.180558,0.8095,-1.61722378
,0.791016,3.364891,0.81,-1.61722378
,0.791504,3.323633,0.8105,-1.61722378
,0.791992,1.125731,0.811,-1.61722378
,0.79248,1.181991,0.8115,-1.61722378
,0.792969,1.44829,0.812,-1.61722378
,0.793457,-0.689602,0.8125,-1.61722378
,0.793945,-2.381162,0.813,-1.61722378
,0.794434,-5.929312,0.8135,-1.61722378
,0.794922,-4.954133,0.814,-1.61722378
,0.79541,-2.553693,0.8145,-1.61722378
,0.795898,-2.97002,0.815,-1.61722378
,0.796387,-1.349723,0.8155,-1.61722378
,0.796875,-3.367592,0.816,-1.61722378
,0.797363,-4.706588,0.8165,-1.61722378
,0.797852,-2.53869,0.817,-1.61722378
,0.79834,-1.353473,0.8175,-1.61722378
,0.798828,-1.034665,0.818,-1.61722378
,0.799316,-1.927329,0.8185,-1.61722378
,0.799805,2.224682,0.819,-1.61722378
,0.800293,8.364557,0.8195,-1.61722378
,0.800781,5.007692,0.82,-1.61722378
,0.80127,-2.092359,0.8205,-1.61722378
,0.801758,0.450607,0.821,-1.61722378
,0.802246,6.575479,0.8215,-1.61722378
,0.802734,6.065385,0.822,-1.61722378
,0.803223,3.188609,0.8225,-1.61722378
,0.803711,1.181991,0.823,-1.61722378
,0.804199,2.292194,0.8235,-1.61722378
,0.804687,1.639575,0.824,-1.61722378
,0.805176,-1.796054,0.8245,-1.61722378
,0.805664,1.699586,0.825,-1.61722378
,0.806152,3.492414,0.8255,-1.61722378
,0.806641,3.001074,0.826,-1.61722378
,0.807129,4.647626,0.8265,-1.61722378
,0.807617,2.074655,0.827,-1.61722378
,0.808105,1.56081,0.8275,-1.61722378
,0.808594,2.164671,0.828,-1.61722378
,0.809082,3.511168,0.8285,-1.61722378
,0.80957,2.393463,0.829,-1.61722378
,0.810059,2.179674,0.8295,-1.61722378
,0.810547,8.375809,0.83,-1.61722378
,0.811035,9.073436,0.8305,-1.61722378
,0.811523,8.735875,0.831,-1.61722378
,0.812012,6.339186,0.8315,-1.61722378
,0.8125,4.478845,0.832,-1.61722378
,0.812988,7.325616,0.8325,-1.61722378
,0.813477,6.627989,0.833,-1.61722378
,0.813965,4.913925,0.8335,-1.61722378
,0.814453,6.654243,0.834,-1.61722378
,0.814941,8.267039,0.8345,-1.61722378
,0.81543,5.525287,0.835,-1.61722378
,0.815918,4.531354,0.8355,-1.61722378
,0.816406,0.176807,0.836,-1.61722378
,0.816895,-1.529756,0.8365,-1.61722378
,0.817383,3.184858,0.837,-1.61722378
,0.817871,1.808356,0.8375,-1.61722378
,0.818359,3.117346,0.838,-1.61722378
,0.818848,2.701019,0.8385,-1.61722378
,0.819336,0.255571,0.839,-1.61722378
,0.819824,3.698702,0.8395,-1.61722378
,0.820312,2.119663,0.84,-1.61722378
,0.820801,0.540624,0.8405,-1.61722378
,0.821289,2.933562,0.841,-1.61722378
,0.821777,1.714589,0.8415,-1.61722378
,0.822266,1.050717,0.842,-1.61722378
,0.822754,2.333452,0.8425,-1.61722378
,0.823242,1.699586,0.843,-1.61722378
,0.82373,-0.209514,0.8435,-1.61722378
,0.824219,-1.889822,0.844,-1.61722378
,0.824707,-1.203446,0.8445,-1.61722378
,0.825195,1.373276,0.845,-1.61722378
,0.825684,2.97857,0.8455,-1.61722378
,0.826172,2.535989,0.846,-1.61722378
,0.82666,1.035714,0.8465,-1.61722378
,0.827148,-0.258273,0.847,-1.61722378
,0.827637,-1.180942,0.8475,-1.61722378
,0.828125,-1.06092,0.848,-1.61722378
,0.828613,-0.505818,0.8485,-1.61722378
,0.829102,-0.970903,0.849,-1.61722378
,0.82959,-2.737477,0.8495,-1.61722378
,0.830078,-2.737477,0.85,-1.61722378
,0.830566,1.920876,0.8505,-1.61722378
,0.831055,4.201294,0.851,-1.61722378
,0.831543,0.919443,0.8515,-1.61722378
,0.832031,1.44829,0.852,-1.61722378
,0.83252,3.211113,0.8525,-1.61722378
,0.833008,-0.055736,0.853,-1.61722378
,0.833496,1.493298,0.8535,-1.61722378
,0.833984,5.330251,0.854,-1.61722378
,0.834473,0.386845,0.8545,-1.61722378
,0.834961,-1.180942,0.855,-1.61722378
,0.835449,2.843545,0.8555,-1.61722378
,0.835937,1.024462,0.856,-1.61722378
,0.836426,-1.724791,0.8565,-1.61722378
,0.836914,-1.619772,0.857,-1.61722378
,0.837402,1.020711,0.8575,-1.61722378
,0.837891,-1.402232,0.858,-1.61722378
,0.838379,-3.888938,0.8585,-1.61722378
,0.838867,1.238251,0.859,-1.61722378
,0.839355,-0.89964,0.8595,-1.61722378
,0.839844,-4.534056,0.86,-1.61722378
,0.840332,-3.292579,0.8605,-1.61722378
,0.84082,-1.923578,0.861,-1.61722378
,0.841309,1.140733,0.8615,-1.61722378
,0.841797,2.858548,0.862,-1.61722378
,0.842285,0.908191,0.8625,-1.61722378
,0.842773,-2.04735,0.863,-1.61722378
,0.843262,-0.063237,0.8635,-1.61722378
,0.84375,1.28326,0.864,-1.61722378
,0.844238,1.114479,0.8645,-1.61722378
,0.844727,1.140733,0.865,-1.61722378
,0.845215,0.773166,0.8655,-1.61722378
,0.845703,0.866933,0.866,-1.61722378
,0.846191,-3.390096,0.8665,-1.61722378
,0.84668,-1.889822,0.867,-1.61722378
,0.847168,0.214314,0.8675,-1.61722378
,0.847656,-1.042166,0.868,-1.61722378
,0.848145,3.567428,0.8685,-1.61722378
,0.848633,4.760146,0.869,-1.61722378
,0.849121,3.162354,0.8695,-1.61722378
,0.849609,2.832293,0.87,-1.61722378
,0.850098,2.220931,0.8705,-1.61722378
,0.850586,1.538306,0.871,-1.61722378
,0.851074,1.508301,0.8715,-1.61722378
,0.851562,2.153419,0.872,-1.61722378
,0.852051,1.602068,0.8725,-1.61722378
,0.852539,2.404715,0.873,-1.61722378
,0.853027,3.863732,0.8735,-1.61722378
,0.853516,2.982321,0.874,-1.61722378
,0.854004,2.145918,0.8745,-1.61722378
,0.854492,1.658328,0.875,-1.61722378
,0.85498,1.519553,0.8755,-1.61722378
,0.855469,0.540624,0.876,-1.61722378
,0.855957,-0.944649,0.8765,-1.61722378
,0.856445,0.480613,0.877,-1.61722378
,0.856934,-1.259706,0.8775,-1.61722378
,0.857422,-1.135934,0.878,-1.61722378
,0.85791,4.373826,0.8785,-1.61722378
,0.858398,3.706203,0.879,-1.61722378
,0.858887,1.328268,0.8795,-1.61722378
,0.859375,1.046966,0.88,-1.61722378
,0.859863,1.545808,0.8805,-1.61722378
,0.860352,-0.880887,0.881,-1.61722378
,0.86084,-3.888938,0.8815,-1.61722378
,0.861328,1.238251,0.882,-1.61722378
,0.861816,-0.254522,0.8825,-1.61722378
,0.862305,1.249503,0.883,-1.61722378
,0.862793,7.899471,0.8835,-1.61722378
,0.863281,4.703886,0.884,-1.61722378
,0.86377,4.951431,0.8845,-1.61722378
,0.864258,3.241118,0.885,-1.61722378
,0.864746,1.110728,0.8855,-1.61722378
,0.865234,1.403282,0.886,-1.61722378
,0.865723,-1.563512,0.8865,-1.61722378
,0.866211,-3.011277,0.887,-1.61722378
,0.866699,-2.947515,0.8875,-1.61722378
,0.867187,0.345588,0.888,-1.61722378
,0.867676,4.463842,0.8885,-1.61722378
,0.868164,2.573496,0.889,-1.61722378
,0.868652,0.503117,0.8895,-1.61722378
,0.869141,2.637258,0.89,-1.61722378
,0.869629,1.061969,0.8905,-1.61722378
,0.870117,2.794786,0.891,-1.61722378
,0.870605,1.118229,0.8915,-1.61722378
,0.871094,-4.301513,0.892,-1.61722378
,0.871582,0.30433,0.8925,-1.61722378
,0.87207,2.382211,0.893,-1.61722378
,0.872559,1.362024,0.8935,-1.61722378
,0.873047,2.43472,0.894,-1.61722378
,0.873535,3.694951,0.8945,-1.61722378
,0.874023,5.667813,0.895,-1.61722378
,0.874512,6.830526,0.8955,-1.61722378
,0.875,4.403831,0.896,-1.61722378
,0.875488,1.478295,0.8965,-1.61722378
,0.875977,1.542057,0.897,-1.61722378
,0.876465,0.510618,0.8975,-1.61722378
,0.876953,1.662079,0.898,-1.61722378
,0.877441,3.702453,0.8985,-1.61722378
,0.87793,2.404715,0.899,-1.61722378
,0.878418,-0.880887,0.8995,-1.61722378
,0.878906,-5.280443,0.9,-1.61722378
,0.879395,-3.056285,0.9005,-1.61722378
,0.879883,1.684583,0.901,-1.61722378
,0.880371,2.43472,0.9015,-1.61722378
,0.880859,3.931245,0.902,-1.61722378
,0.881348,-0.453309,0.9025,-1.61722378
,0.881836,-4.972886,0.903,-1.61722378
,0.882324,-3.982705,0.9035,-1.61722378
,0.882812,-4.001458,0.904,-1.61722378
,0.883301,-0.111996,0.9045,-1.61722378
,0.883789,0.08679,0.905,-1.61722378
,0.884277,-1.777301,0.9055,-1.61722378
,0.884766,2.580997,0.906,-1.61722378
,0.885254,2.022145,0.9065,-1.61722378
,0.885742,-0.126999,0.907,-1.61722378
